Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
/P1-base/comienzapago,12000,1130,1287,1584,1764,2998,2,4558,0.000%,147.82694,287.15,0.00
/P1-base/procesapago,12000,1151,1304,1606,1786,2621,8,4581,0.000%,146.51299,179.72,0.00
TOTAL,24000,1140,1296,1595,1775,2789,2,4581,0.000%,285.52054,452.42,0.00
