Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
/P1-base/comienzapago,13500,1479,1488,2522,3023,4676,2,10111,0.000%,150.77734,292.89,0.00
/P1-base/procesapago,13500,1514,1510,2579,3054,4681,7,10120,0.000%,149.96834,183.97,0.00
TOTAL,27000,1496,1498,2554,3039,4678,2,10120,0.000%,292.92107,464.18,0.00
