Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
/P1-base/comienzapago,8250,136,58,308,619,1141,2,1191,0.000%,134.66969,261.56,0.00
/P1-base/procesapago,8250,154,78,323,661,1155,7,2170,0.000%,133.87424,164.19,0.00
TOTAL,16500,145,69,314,637,1147,2,2170,0.000%,258.89257,410.17,0.00
