Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
/P1-base/comienzapago,6750,46,9,110,207,551,2,631,0.000%,114.70423,222.78,0.00
/P1-base/procesapago,6750,61,25,131,235,590,6,664,0.000%,113.50833,139.21,0.00
TOTAL,13500,53,18,122,223,576,2,664,0.000%,218.95324,346.89,0.00
