Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
/P1-base/comienzapago,12500,1330,1502,1846,2118,3377,2,5449,0.000%,142.82613,277.44,0.00
/P1-base/procesapago,12500,1365,1524,1881,2116,3556,8,4802,0.000%,142.52973,174.70,0.00
TOTAL,25000,1348,1513,1863,2118,3417,2,5449,0.000%,278.60120,441.33,0.00
